id,source_id,set_id,card_number,lang,tcg,source,updated_at
pokemon:tcgdex:P-A-031:de,P-A-031,P,031,de,pokemon,tcgdex,2026-08-09 04:00:53.279+00
pokemon:tcgdex:P-A-031:es,P-A-031,P,031,es,pokemon,tcgdex,2026-08-09 04:01:09.816+00
pokemon:tcgdex:P-A-031:fr,P-A-031,P,031,fr,pokemon,tcgdex,2026-08-09 04:00:41.966+00
pokemon:tcgdex:P-A-031:it,P-A-031,P,031,it,pokemon,tcgdex,2026-08-09 04:01:03.393+00
pokemon:tcgdex:P-A-032:de,P-A-032,P,032,de,pokemon,tcgdex,2026-08-09 04:00:53.514+00
pokemon:tcgdex:P-A-032:es,P-A-032,P,032,es,pokemon,tcgdex,2026-08-09 04:01:09.816+00
pokemon:tcgdex:P-A-032:fr,P-A-032,P,032,fr,pokemon,tcgdex,2026-08-09 04:00:42.179+00
pokemon:tcgdex:P-A-032:it,P-A-032,P,032,it,pokemon,tcgdex,2026-08-09 04:01:03.393+00
pokemon:tcgdex:P-A-033:de,P-A-033,P,033,de,pokemon,tcgdex,2026-08-09 04:00:53.514+00
pokemon:tcgdex:P-A-033:es,P-A-033,P,033,es,pokemon,tcgdex,2026-08-09 04:01:09.816+00
pokemon:tcgdex:P-A-033:fr,P-A-033,P,033,fr,pokemon,tcgdex,2026-08-09 04:00:42.179+00
pokemon:tcgdex:P-A-033:it,P-A-033,P,033,it,pokemon,tcgdex,2026-08-09 04:01:03.393+00
pokemon:tcgdex:P-A-034:de,P-A-034,P,034,de,pokemon,tcgdex,2026-08-09 04:00:53.515+00
pokemon:tcgdex:P-A-034:es,P-A-034,P,034,es,pokemon,tcgdex,2026-08-09 04:01:09.816+00
pokemon:tcgdex:P-A-034:fr,P-A-034,P,034,fr,pokemon,tcgdex,2026-08-09 04:00:42.179+00
pokemon:tcgdex:P-A-034:it,P-A-034,P,034,it,pokemon,tcgdex,2026-08-09 04:01:03.393+00
pokemon:tcgdex:P-A-035:de,P-A-035,P,035,de,pokemon,tcgdex,2026-08-09 04:00:53.515+00
pokemon:tcgdex:P-A-035:es,P-A-035,P,035,es,pokemon,tcgdex,2026-08-09 04:01:09.816+00
pokemon:tcgdex:P-A-035:fr,P-A-035,P,035,fr,pokemon,tcgdex,2026-08-09 04:00:42.18+00
pokemon:tcgdex:P-A-035:it,P-A-035,P,035,it,pokemon,tcgdex,2026-08-09 04:01:03.393+00
pokemon:tcgdex:P-A-036:de,P-A-036,P,036,de,pokemon,tcgdex,2026-08-09 04:00:53.723+00
pokemon:tcgdex:P-A-036:es,P-A-036,P,036,es,pokemon,tcgdex,2026-08-09 04:01:09.816+00
pokemon:tcgdex:P-A-036:fr,P-A-036,P,036,fr,pokemon,tcgdex,2026-08-09 04:00:42.371+00
pokemon:tcgdex:P-A-036:it,P-A-036,P,036,it,pokemon,tcgdex,2026-08-09 04:01:03.393+00
pokemon:tcgdex:P-A-037:de,P-A-037,P,037,de,pokemon,tcgdex,2026-08-09 04:00:53.723+00
pokemon:tcgdex:P-A-037:es,P-A-037,P,037,es,pokemon,tcgdex,2026-08-09 04:01:09.915+00
pokemon:tcgdex:P-A-037:fr,P-A-037,P,037,fr,pokemon,tcgdex,2026-08-09 04:00:42.371+00
pokemon:tcgdex:P-A-037:it,P-A-037,P,037,it,pokemon,tcgdex,2026-08-09 04:01:03.579+00
pokemon:tcgdex:P-A-038:de,P-A-038,P,038,de,pokemon,tcgdex,2026-08-09 04:00:53.723+00
pokemon:tcgdex:P-A-038:es,P-A-038,P,038,es,pokemon,tcgdex,2026-08-09 04:01:09.915+00
pokemon:tcgdex:P-A-038:fr,P-A-038,P,038,fr,pokemon,tcgdex,2026-08-09 04:00:42.371+00
pokemon:tcgdex:P-A-038:it,P-A-038,P,038,it,pokemon,tcgdex,2026-08-09 04:01:03.579+00
pokemon:tcgdex:P-A-039:de,P-A-039,P,039,de,pokemon,tcgdex,2026-08-09 04:00:53.955+00
pokemon:tcgdex:P-A-039:es,P-A-039,P,039,es,pokemon,tcgdex,2026-08-09 04:01:09.915+00
pokemon:tcgdex:P-A-039:fr,P-A-039,P,039,fr,pokemon,tcgdex,2026-08-09 04:00:42.372+00
pokemon:tcgdex:P-A-039:it,P-A-039,P,039,it,pokemon,tcgdex,2026-08-09 04:01:03.579+00
pokemon:tcgdex:P-A-040:de,P-A-040,P,040,de,pokemon,tcgdex,2026-08-09 04:00:53.955+00
pokemon:tcgdex:P-A-040:es,P-A-040,P,040,es,pokemon,tcgdex,2026-08-09 04:01:09.915+00
pokemon:tcgdex:P-A-040:fr,P-A-040,P,040,fr,pokemon,tcgdex,2026-08-09 04:00:42.615+00
pokemon:tcgdex:P-A-040:it,P-A-040,P,040,it,pokemon,tcgdex,2026-08-09 04:01:03.579+00
pokemon:tcgdex:P-A-041:de,P-A-041,P,041,de,pokemon,tcgdex,2026-08-09 04:00:53.955+00
pokemon:tcgdex:P-A-041:es,P-A-041,P,041,es,pokemon,tcgdex,2026-08-09 04:01:09.915+00
pokemon:tcgdex:P-A-041:fr,P-A-041,P,041,fr,pokemon,tcgdex,2026-08-09 04:00:42.615+00
pokemon:tcgdex:P-A-041:it,P-A-041,P,041,it,pokemon,tcgdex,2026-08-09 04:01:03.579+00
pokemon:tcgdex:P-A-042:de,P-A-042,P,042,de,pokemon,tcgdex,2026-08-09 04:00:53.955+00
pokemon:tcgdex:P-A-042:es,P-A-042,P,042,es,pokemon,tcgdex,2026-08-09 04:01:09.915+00
pokemon:tcgdex:P-A-042:fr,P-A-042,P,042,fr,pokemon,tcgdex,2026-08-09 04:00:42.615+00
pokemon:tcgdex:P-A-042:it,P-A-042,P,042,it,pokemon,tcgdex,2026-08-09 04:01:03.579+00
pokemon:tcgdex:P-A-043:de,P-A-043,P,043,de,pokemon,tcgdex,2026-08-09 04:00:54.246+00
pokemon:tcgdex:P-A-043:es,P-A-043,P,043,es,pokemon,tcgdex,2026-08-09 04:01:10.024+00
pokemon:tcgdex:P-A-043:fr,P-A-043,P,043,fr,pokemon,tcgdex,2026-08-09 04:00:42.865+00
pokemon:tcgdex:P-A-043:it,P-A-043,P,043,it,pokemon,tcgdex,2026-08-09 04:01:03.754+00
pokemon:tcgdex:P-A-044:de,P-A-044,P,044,de,pokemon,tcgdex,2026-08-09 04:00:54.246+00
pokemon:tcgdex:P-A-044:es,P-A-044,P,044,es,pokemon,tcgdex,2026-08-09 04:01:10.024+00
pokemon:tcgdex:P-A-044:fr,P-A-044,P,044,fr,pokemon,tcgdex,2026-08-09 04:00:42.865+00
pokemon:tcgdex:P-A-044:it,P-A-044,P,044,it,pokemon,tcgdex,2026-08-09 04:01:03.754+00
pokemon:tcgdex:P-A-045:de,P-A-045,P,045,de,pokemon,tcgdex,2026-08-09 04:00:54.246+00
pokemon:tcgdex:P-A-045:es,P-A-045,P,045,es,pokemon,tcgdex,2026-08-09 04:01:10.024+00
pokemon:tcgdex:P-A-045:fr,P-A-045,P,045,fr,pokemon,tcgdex,2026-08-09 04:00:42.865+00
pokemon:tcgdex:P-A-045:it,P-A-045,P,045,it,pokemon,tcgdex,2026-08-09 04:01:03.754+00
pokemon:tcgdex:P-A-046:de,P-A-046,P,046,de,pokemon,tcgdex,2026-08-09 04:00:54.246+00
pokemon:tcgdex:P-A-046:es,P-A-046,P,046,es,pokemon,tcgdex,2026-08-09 04:01:10.024+00
pokemon:tcgdex:P-A-046:fr,P-A-046,P,046,fr,pokemon,tcgdex,2026-08-09 04:00:42.865+00
pokemon:tcgdex:P-A-046:it,P-A-046,P,046,it,pokemon,tcgdex,2026-08-09 04:01:03.754+00
pokemon:tcgdex:P-A-047:de,P-A-047,P,047,de,pokemon,tcgdex,2026-08-09 04:00:54.647+00
pokemon:tcgdex:P-A-047:es,P-A-047,P,047,es,pokemon,tcgdex,2026-08-09 04:01:10.024+00
pokemon:tcgdex:P-A-047:fr,P-A-047,P,047,fr,pokemon,tcgdex,2026-08-09 04:00:43.108+00
pokemon:tcgdex:P-A-047:it,P-A-047,P,047,it,pokemon,tcgdex,2026-08-09 04:01:03.754+00
pokemon:tcgdex:P-A-048:de,P-A-048,P,048,de,pokemon,tcgdex,2026-08-09 04:00:54.647+00
pokemon:tcgdex:P-A-048:es,P-A-048,P,048,es,pokemon,tcgdex,2026-08-09 04:01:10.024+00
pokemon:tcgdex:P-A-048:fr,P-A-048,P,048,fr,pokemon,tcgdex,2026-08-09 04:00:43.108+00
pokemon:tcgdex:P-A-048:it,P-A-048,P,048,it,pokemon,tcgdex,2026-08-09 04:01:03.754+00
pokemon:tcgdex:P-A-049:de,P-A-049,P,049,de,pokemon,tcgdex,2026-08-09 04:00:54.647+00
pokemon:tcgdex:P-A-049:es,P-A-049,P,049,es,pokemon,tcgdex,2026-08-09 04:01:10.024+00
pokemon:tcgdex:P-A-049:fr,P-A-049,P,049,fr,pokemon,tcgdex,2026-08-09 04:00:43.108+00
pokemon:tcgdex:P-A-049:it,P-A-049,P,049,it,pokemon,tcgdex,2026-08-09 04:01:03.986+00
pokemon:tcgdex:P-A-050:de,P-A-050,P,050,de,pokemon,tcgdex,2026-08-09 04:00:54.648+00
pokemon:tcgdex:P-A-050:es,P-A-050,P,050,es,pokemon,tcgdex,2026-08-09 04:01:10.148+00
pokemon:tcgdex:P-A-050:fr,P-A-050,P,050,fr,pokemon,tcgdex,2026-08-09 04:00:43.108+00
pokemon:tcgdex:P-A-050:it,P-A-050,P,050,it,pokemon,tcgdex,2026-08-09 04:01:03.986+00
pokemon:tcgdex:P-A-051:de,P-A-051,P,051,de,pokemon,tcgdex,2026-08-09 04:00:54.912+00
pokemon:tcgdex:P-A-051:es,P-A-051,P,051,es,pokemon,tcgdex,2026-08-09 04:01:10.148+00
pokemon:tcgdex:P-A-051:fr,P-A-051,P,051,fr,pokemon,tcgdex,2026-08-09 04:00:43.337+00
pokemon:tcgdex:P-A-051:it,P-A-051,P,051,it,pokemon,tcgdex,2026-08-09 04:01:03.986+00
pokemon:tcgdex:P-A-052:de,P-A-052,P,052,de,pokemon,tcgdex,2026-08-09 04:00:54.912+00
pokemon:tcgdex:P-A-052:es,P-A-052,P,052,es,pokemon,tcgdex,2026-08-09 04:01:10.149+00
pokemon:tcgdex:P-A-052:fr,P-A-052,P,052,fr,pokemon,tcgdex,2026-08-09 04:00:43.337+00
pokemon:tcgdex:P-A-052:it,P-A-052,P,052,it,pokemon,tcgdex,2026-08-09 04:01:03.986+00
pokemon:tcgdex:P-A-053:de,P-A-053,P,053,de,pokemon,tcgdex,2026-08-09 04:00:54.912+00
pokemon:tcgdex:P-A-053:es,P-A-053,P,053,es,pokemon,tcgdex,2026-08-09 04:01:10.149+00
pokemon:tcgdex:P-A-053:fr,P-A-053,P,053,fr,pokemon,tcgdex,2026-08-09 04:00:43.338+00
pokemon:tcgdex:P-A-053:it,P-A-053,P,053,it,pokemon,tcgdex,2026-08-09 04:01:03.986+00
pokemon:tcgdex:P-A-054:de,P-A-054,P,054,de,pokemon,tcgdex,2026-08-09 04:00:54.912+00
pokemon:tcgdex:P-A-054:es,P-A-054,P,054,es,pokemon,tcgdex,2026-08-09 04:01:10.149+00
pokemon:tcgdex:P-A-054:fr,P-A-054,P,054,fr,pokemon,tcgdex,2026-08-09 04:00:43.338+00
pokemon:tcgdex:P-A-054:it,P-A-054,P,054,it,pokemon,tcgdex,2026-08-09 04:01:03.986+00
pokemon:tcgdex:P-A-055:de,P-A-055,P,055,de,pokemon,tcgdex,2026-08-09 04:00:54.912+00
pokemon:tcgdex:P-A-055:es,P-A-055,P,055,es,pokemon,tcgdex,2026-08-09 04:01:10.149+00
pokemon:tcgdex:P-A-055:fr,P-A-055,P,055,fr,pokemon,tcgdex,2026-08-09 04:00:43.548+00
pokemon:tcgdex:P-A-055:it,P-A-055,P,055,it,pokemon,tcgdex,2026-08-09 04:01:04.263+00
pokemon:tcgdex:P-A-056:de,P-A-056,P,056,de,pokemon,tcgdex,2026-08-09 04:00:55.228+00
pokemon:tcgdex:P-A-056:es,P-A-056,P,056,es,pokemon,tcgdex,2026-08-09 04:01:10.266+00
pokemon:tcgdex:P-A-056:fr,P-A-056,P,056,fr,pokemon,tcgdex,2026-08-09 04:00:43.548+00
pokemon:tcgdex:P-A-056:it,P-A-056,P,056,it,pokemon,tcgdex,2026-08-09 04:01:04.263+00
pokemon:tcgdex:P-A-057:de,P-A-057,P,057,de,pokemon,tcgdex,2026-08-09 04:00:55.228+00
pokemon:tcgdex:P-A-057:es,P-A-057,P,057,es,pokemon,tcgdex,2026-08-09 04:01:10.266+00
pokemon:tcgdex:P-A-057:fr,P-A-057,P,057,fr,pokemon,tcgdex,2026-08-09 04:00:43.548+00
pokemon:tcgdex:P-A-057:it,P-A-057,P,057,it,pokemon,tcgdex,2026-08-09 04:01:04.263+00
pokemon:tcgdex:P-A-058:de,P-A-058,P,058,de,pokemon,tcgdex,2026-08-09 04:00:55.228+00
pokemon:tcgdex:P-A-058:es,P-A-058,P,058,es,pokemon,tcgdex,2026-08-09 04:01:10.266+00
pokemon:tcgdex:P-A-058:fr,P-A-058,P,058,fr,pokemon,tcgdex,2026-08-09 04:00:43.548+00
pokemon:tcgdex:P-A-058:it,P-A-058,P,058,it,pokemon,tcgdex,2026-08-09 04:01:04.263+00
pokemon:tcgdex:P-A-059:de,P-A-059,P,059,de,pokemon,tcgdex,2026-08-09 04:00:55.228+00
pokemon:tcgdex:P-A-059:es,P-A-059,P,059,es,pokemon,tcgdex,2026-08-09 04:01:10.266+00
