id,source_id,set_id,card_number,lang,updated_at
pokemon:tcgdex:SV-P-021:zh-tw,SV-P-021,SV,021,zh-tw,2026-08-09 04:01:20.944+00
pokemon:tcgdex:SV-P-022:zh-tw,SV-P-022,SV,022,zh-tw,2026-08-09 04:01:20.944+00
pokemon:tcgdex:SV-P-023:zh-tw,SV-P-023,SV,023,zh-tw,2026-08-09 04:01:20.944+00
pokemon:tcgdex:SV-P-024:zh-tw,SV-P-024,SV,024,zh-tw,2026-08-09 04:01:20.945+00
pokemon:tcgdex:SV-P-025:zh-tw,SV-P-025,SV,025,zh-tw,2026-08-09 04:01:20.945+00
pokemon:tcgdex:SV-P-026:zh-tw,SV-P-026,SV,026,zh-tw,2026-08-09 04:01:20.945+00
pokemon:tcgdex:SV-P-027:zh-tw,SV-P-027,SV,027,zh-tw,2026-08-09 04:01:21.122+00
pokemon:tcgdex:SV-P-028:zh-tw,SV-P-028,SV,028,zh-tw,2026-08-09 04:01:21.122+00
pokemon:tcgdex:SV-P-029:zh-tw,SV-P-029,SV,029,zh-tw,2026-08-09 04:01:21.122+00
pokemon:tcgdex:SV-P-030:zh-tw,SV-P-030,SV,030,zh-tw,2026-08-09 04:01:21.122+00
pokemon:tcgdex:SV-P-031:zh-tw,SV-P-031,SV,031,zh-tw,2026-08-09 04:01:21.122+00
pokemon:tcgdex:SV-P-032:zh-tw,SV-P-032,SV,032,zh-tw,2026-08-09 04:01:21.122+00
pokemon:tcgdex:SV-P-033:zh-tw,SV-P-033,SV,033,zh-tw,2026-08-09 04:01:21.122+00
pokemon:tcgdex:SV-P-034:zh-tw,SV-P-034,SV,034,zh-tw,2026-08-09 04:01:21.122+00
pokemon:tcgdex:SV-P-035:zh-tw,SV-P-035,SV,035,zh-tw,2026-08-09 04:01:21.279+00
pokemon:tcgdex:SV-P-036:zh-tw,SV-P-036,SV,036,zh-tw,2026-08-09 04:01:21.279+00
pokemon:tcgdex:SV-P-037:zh-tw,SV-P-037,SV,037,zh-tw,2026-08-09 04:01:21.279+00
pokemon:tcgdex:SV-P-038:zh-tw,SV-P-038,SV,038,zh-tw,2026-08-09 04:01:21.279+00
pokemon:tcgdex:SV-P-039:zh-tw,SV-P-039,SV,039,zh-tw,2026-08-09 04:01:21.279+00
pokemon:tcgdex:SV-P-040:zh-tw,SV-P-040,SV,040,zh-tw,2026-08-09 04:01:21.279+00
pokemon:tcgdex:SV-P-041:zh-tw,SV-P-041,SV,041,zh-tw,2026-08-09 04:01:21.279+00
pokemon:tcgdex:SV-P-042:zh-tw,SV-P-042,SV,042,zh-tw,2026-08-09 04:01:21.279+00
pokemon:tcgdex:SV-P-043:zh-tw,SV-P-043,SV,043,zh-tw,2026-08-09 04:01:21.279+00
pokemon:tcgdex:SV-P-044:zh-tw,SV-P-044,SV,044,zh-tw,2026-08-09 04:01:21.454+00
pokemon:tcgdex:SV-P-045:zh-tw,SV-P-045,SV,045,zh-tw,2026-08-09 04:01:21.454+00
pokemon:tcgdex:SV-P-046:zh-tw,SV-P-046,SV,046,zh-tw,2026-08-09 04:01:21.454+00
pokemon:tcgdex:SV-P-047:zh-tw,SV-P-047,SV,047,zh-tw,2026-08-09 04:01:21.455+00
pokemon:tcgdex:SV-P-048:zh-tw,SV-P-048,SV,048,zh-tw,2026-08-09 04:01:21.455+00
pokemon:tcgdex:SV-P-049:zh-tw,SV-P-049,SV,049,zh-tw,2026-08-09 04:01:21.455+00
pokemon:tcgdex:SV-P-050:zh-tw,SV-P-050,SV,050,zh-tw,2026-08-09 04:01:21.455+00
pokemon:tcgdex:SV-P-051:zh-tw,SV-P-051,SV,051,zh-tw,2026-08-09 04:01:21.455+00
pokemon:tcgdex:SV-P-052:zh-tw,SV-P-052,SV,052,zh-tw,2026-08-09 04:01:21.455+00
pokemon:tcgdex:SV-P-053:zh-tw,SV-P-053,SV,053,zh-tw,2026-08-09 04:01:21.655+00
pokemon:tcgdex:SV-P-054:zh-tw,SV-P-054,SV,054,zh-tw,2026-08-09 04:01:21.655+00
pokemon:tcgdex:SV-P-055:zh-tw,SV-P-055,SV,055,zh-tw,2026-08-09 04:01:21.655+00
pokemon:tcgdex:SV-P-057:zh-tw,SV-P-057,SV,057,zh-tw,2026-08-09 04:01:21.655+00
pokemon:tcgdex:SV-P-059:zh-tw,SV-P-059,SV,059,zh-tw,2026-08-09 04:01:21.655+00
pokemon:tcgdex:SV-P-060:zh-tw,SV-P-060,SV,060,zh-tw,2026-08-09 04:01:21.655+00
pokemon:tcgdex:SV-P-061:zh-tw,SV-P-061,SV,061,zh-tw,2026-08-09 04:01:21.865+00
pokemon:tcgdex:SV-P-062:zh-tw,SV-P-062,SV,062,zh-tw,2026-08-09 04:01:21.865+00
pokemon:tcgdex:SV-P-063:zh-tw,SV-P-063,SV,063,zh-tw,2026-08-09 04:01:21.865+00
pokemon:tcgdex:SV-P-064:zh-tw,SV-P-064,SV,064,zh-tw,2026-08-09 04:01:21.865+00
pokemon:tcgdex:SV-P-065:zh-tw,SV-P-065,SV,065,zh-tw,2026-08-09 04:01:21.865+00
pokemon:tcgdex:SV-P-066:zh-tw,SV-P-066,SV,066,zh-tw,2026-08-09 04:01:21.865+00
pokemon:tcgdex:SV-P-078:zh-tw,SV-P-078,SV,078,zh-tw,2026-08-09 04:01:22.057+00
pokemon:tcgdex:SV-P-079:zh-tw,SV-P-079,SV,079,zh-tw,2026-08-09 04:01:22.057+00
pokemon:tcgdex:SV-P-080:zh-tw,SV-P-080,SV,080,zh-tw,2026-08-09 04:01:22.057+00
pokemon:tcgdex:SV-P-081:zh-tw,SV-P-081,SV,081,zh-tw,2026-08-09 04:01:22.057+00
pokemon:tcgdex:SV-P-082:zh-tw,SV-P-082,SV,082,zh-tw,2026-08-09 04:01:22.057+00
pokemon:tcgdex:SV-P-083:zh-tw,SV-P-083,SV,083,zh-tw,2026-08-09 04:01:22.057+00
pokemon:tcgdex:SV-P-084:zh-tw,SV-P-084,SV,084,zh-tw,2026-08-09 04:01:22.057+00
pokemon:tcgdex:SV-P-085:zh-tw,SV-P-085,SV,085,zh-tw,2026-08-09 04:01:22.25+00
pokemon:tcgdex:SV-P-086:zh-tw,SV-P-086,SV,086,zh-tw,2026-08-09 04:01:22.25+00
pokemon:tcgdex:SV-P-087:zh-tw,SV-P-087,SV,087,zh-tw,2026-08-09 04:01:22.25+00
pokemon:tcgdex:SV-P-088:zh-tw,SV-P-088,SV,088,zh-tw,2026-08-09 04:01:22.25+00
pokemon:tcgdex:SV-P-089:zh-tw,SV-P-089,SV,089,zh-tw,2026-08-09 04:01:22.25+00
pokemon:tcgdex:SV-P-090:zh-tw,SV-P-090,SV,090,zh-tw,2026-08-09 04:01:22.25+00
pokemon:tcgdex:SV-P-091:zh-tw,SV-P-091,SV,091,zh-tw,2026-08-09 04:01:22.25+00
pokemon:tcgdex:SV-P-092:zh-tw,SV-P-092,SV,092,zh-tw,2026-08-09 04:01:22.25+00
pokemon:tcgdex:SV-P-093:zh-tw,SV-P-093,SV,093,zh-tw,2026-08-09 04:01:22.25+00
pokemon:tcgdex:SV-P-098:zh-tw,SV-P-098,SV,098,zh-tw,2026-08-09 04:01:22.25+00
pokemon:tcgdex:SV-P-56:zh-tw,SV-P-56,SV,56,zh-tw,2026-08-09 04:01:21.655+00
pokemon:tcgdex:SV-P-DAR:zh-tw,SV-P-DAR,SV,DAR,zh-tw,2026-08-09 04:01:22.864+00
pokemon:tcgdex:SV-P-FIG:zh-tw,SV-P-FIG,SV,FIG,zh-tw,2026-08-09 04:01:22.864+00
pokemon:tcgdex:SV-P-FIR:zh-tw,SV-P-FIR,SV,FIR,zh-tw,2026-08-09 04:01:22.864+00
pokemon:tcgdex:SV-P-GRA:zh-tw,SV-P-GRA,SV,GRA,zh-tw,2026-08-09 04:01:22.864+00
pokemon:tcgdex:SV-P-LIG:zh-tw,SV-P-LIG,SV,LIG,zh-tw,2026-08-09 04:01:22.864+00
pokemon:tcgdex:SV-P-MET:zh-tw,SV-P-MET,SV,MET,zh-tw,2026-08-09 04:01:22.864+00
pokemon:tcgdex:SV-P-no0:zh-tw,SV-P-no0,SV,no0,zh-tw,2026-08-09 04:01:22.864+00
pokemon:tcgdex:SV-P-no1:zh-tw,SV-P-no1,SV,no1,zh-tw,2026-08-09 04:01:22.864+00
pokemon:tcgdex:SV-P-no2:zh-tw,SV-P-no2,SV,no2,zh-tw,2026-08-09 04:01:22.864+00
pokemon:tcgdex:SV-P-no3:zh-tw,SV-P-no3,SV,no3,zh-tw,2026-08-09 04:01:22.864+00
pokemon:tcgdex:SV-P-PSY:zh-tw,SV-P-PSY,SV,PSY,zh-tw,2026-08-09 04:01:22.864+00
pokemon:tcgdex:SV-P-WAT:zh-tw,SV-P-WAT,SV,WAT,zh-tw,2026-08-09 04:01:22.864+00
